ccode,country,year,repdem,rights,access,judind,conpower,standing,judrev,purge,pack,comp
370,BLR,2002,0.245,37,0.597,1,1,0.5,0.827,1.646,0.941,-2.371
370,BLR,2003,0.243,37,0.597,1,1,0.5,0.827,1.646,0.941,-2.371
370,BLR,2004,0.241,37,0.597,1,1,0.5,0.827,1.646,0.941,-2.371
370,BLR,2005,0.234,37,0.597,1,1,0.5,0.827,1.646,0.941,-2.371
370,BLR,2006,0.227,37,0.597,1,1,0.5,0.827,1.646,1.709,-2.371
370,BLR,2007,0.223,37,0.597,1,1,0.5,0.827,1.646,1.709,-2.371
370,BLR,2008,0.226,37,0.597,1,1,0.5,0.827,1.221,1.709,-2.371
370,BLR,2009,0.229,37,0.597,1,1,0.5,0.827,1.677,1.709,-2.371
370,BLR,2010,0.229,37,0.597,1,1,0.5,0.827,1.76,1.709,-2.371
370,BLR,2011,0.219,37,0.597,1,1,0.5,0.827,1.76,1.709,-2.371
370,BLR,2012,0.223,37,0.597,1,1,0.5,0.827,0.734,1.709,-2.371
370,BLR,2013,0.244,37,0.576,1,1,0.5,0.827,1.272,1.709,-2.995
370,BLR,2014,0.245,37,0.576,1,1,0.5,0.827,1.272,1.709,-2.995
370,BLR,2015,0.251,37,0.576,1,1,0.5,0.827,1.272,1.296,-2.995
370,BLR,2016,0.258,37,0.576,1,1,0.5,0.543,1.734,1.667,-2.344
370,BLR,2017,0.257,37,0.576,1,1,0.5,0.543,1.8,1.257,-2.344
370,BLR,2018,0.255,37,0.576,1,1,0.5,0.868,1.643,1.588,-2.344
370,BLR,2019,0.263,37,0.576,1,1,0.5,0.868,0.977,1.588,-2.002
370,BLR,2020,0.212,37,0.173,1,1,0.5,0.392,0.841,0.563,-2.305
370,BLR,2021,0.176,37,0.081,1,1,0.5,0.712,-0.598,1.581,-3.073
371,ARM,1995,0.493,32,0.651,1,4,0.5,-0.303,1.535,0.975,-1.162
371,ARM,1996,0.421,32,0.651,1,4,0.5,1.717,1.535,0.975,-1.162
371,ARM,1997,0.394,32,0.651,1,4,0.5,1.717,1.535,0.975,-0.748
371,ARM,1998,0.405,32,0.641,1,4,0.5,1.717,1.384,1.609,-0.748
371,ARM,1999,0.42,32,0.641,1,4,0.5,1.717,1.384,1.609,-1.18
371,ARM,2000,0.418,32,0.633,1,4,0.5,1.717,1.247,1.609,-0.893
371,ARM,2001,0.421,32,0.633,1,4,0.5,1.717,1.247,1.609,-0.893
371,ARM,2002,0.413,32,0.645,1,4,0.5,1.717,1.247,1.609,-0.893
371,ARM,2003,0.356,32,0.645,1,4,0.5,1.717,1.247,1.609,-1.329
371,ARM,2004,0.346,32,0.645,1,4,0.5,1.717,1.457,1.609,-0.953
371,ARM,2005,0.346,40,0.645,1,4,0.5,1.717,0.563,0.895,-0.953
371,ARM,2006,0.344,40,0.645,1,4,0.5,1.717,0.742,0.895,-0.953
371,ARM,2007,0.354,40,0.645,1,4,0.5,1.717,0.332,1.254,-0.953
371,ARM,2008,0.32,40,0.637,1,4,0.5,1.717,0.489,1.254,-0.953
371,ARM,2009,0.323,40,0.664,1,4,0.5,1.717,0.841,0.97,-0.953
371,ARM,2010,0.336,40,0.671,1,4,0.5,1.717,1.089,0.97,-0.978
371,ARM,2011,0.339,40,0.671,1,4,0.5,1.717,0.787,0.97,-0.978
371,ARM,2012,0.356,40,0.671,1,4,0.5,1.717,1.087,0.97,-0.978
371,ARM,2013,0.355,40,0.693,1,4,0.5,1.717,1.772,1.234,-0.656
371,ARM,2014,0.349,40,0.693,1,4,0.5,1.717,1.772,1.234,-0.853
371,ARM,2015,0.35,41,0.693,1,4,0.5,1.717,1.772,0.824,-0.853
371,ARM,2016,0.357,41,0.693,1,4,0.5,1.717,1.403,1.11,-0.853
371,ARM,2017,0.387,41,0.693,1,4,0.5,1.717,1.855,1.739,-0.853
371,ARM,2018,0.536,41,0.765,1,4,0.5,1.717,1.218,1.105,-0.203
371,ARM,2019,0.799,41,0.82,1,4,0.5,1.717,0.406,0.776,0.462
371,ARM,2020,0.786,41,0.82,1,4,0.5,1.717,0.221,0.792,-0.119
371,ARM,2021,0.726,41,0.82,1,4,0.5,1.717,0.68,0.792,0.556
372,GRG,1995,0.366,32,0.65,1,4,1,1.287,0.717,0.841,-0.272
372,GRG,1996,0.38,32,0.63,1,4,1,1.287,0.717,0.841,0.121
372,GRG,1997,0.377,32,0.599,1,4,1,1.287,0.717,0.507,0.121
372,GRG,1998,0.377,32,0.599,1,4,1,1.287,0.529,0.507,0.121
372,GRG,1999,0.375,32,0.599,1,4,1,1.287,0.529,1.158,0.121
372,GRG,2000,0.371,32,0.599,1,4,1,1.287,0.317,1.678,-0.285
372,GRG,2001,0.377,32,0.599,1,4,1,1.287,0.713,1.678,-0.285
372,GRG,2002,0.378,32,0.599,1,4,1,1.287,0.713,1.678,-0.285
372,GRG,2003,0.381,32,0.599,1,4,1,1.287,0.62,1.678,-0.285
372,GRG,2004,0.557,32,0.599,1,4,1,1.287,-1.61,0.209,0.824
372,GRG,2005,0.554,32,0.599,1,4,1,1.287,-1.394,0.644,1.338
372,GRG,2006,0.549,32,0.599,1,4,1,1.287,-0.96,1.092,1.625
372,GRG,2007,0.538,32,0.599,1,4,1,1.287,0,1.293,1.201
372,GRG,2008,0.495,32,0.596,1,4,1,1.287,-0.088,1.293,1.201
372,GRG,2009,0.489,32,0.593,1,4,1,1.287,-0.001,1.293,1.201
372,GRG,2010,0.496,32,0.593,1,4,1,1.287,0.25,1.619,1.201
372,GRG,2011,0.499,32,0.593,1,4,1,1.287,0.25,1.619,1.201
372,GRG,2012,0.518,32,0.621,1,4,1,1.287,0.408,1.619,1.201
372,GRG,2013,0.619,32,0.64,1,4,1,1.287,0.718,1.279,1.081
372,GRG,2014,0.68,32,0.64,1,4,1,1.287,0.876,1.748,1.081
372,GRG,2015,0.678,32,0.653,1,4,1,1.856,0.753,1.748,1.009
372,GRG,2016,0.697,32,0.734,1,4,1,1.856,1.277,1.748,1.009
372,GRG,2017,0.694,32,0.728,1,4,1,1.856,0.744,0.407,1.111
372,GRG,2018,0.68,32,0.815,1,4,1,1.856,0.675,0.471,1.261
372,GRG,2019,0.638,32,0.736,1,4,1,1.856,1.591,0.206,1.148
372,GRG,2020,0.63,32,0.776,1,4,1,1.856,1.752,0.442,1.148
372,GRG,2021,0.647,32,0.783,1,4,1,1.856,2.129,0.517,1.148
373,AZE,1991,0.183,18,0.451,1,0,0.5,1.005,-1.223,-0.066,-1.782
373,AZE,1992,0.365,18,0.531,1,0,0.5,1.005,-1.39,0.46,-0.249
373,AZE,1993,0.309,18,0.531,1,0,0.5,0.257,-1.095,-1.244,-1.176
373,AZE,1994,0.252,18,0.332,1,0,0.5,0.257,0.953,-2.681,-2.28
373,AZE,1995,0.251,36,0.332,1,3,0.5,0.844,0.953,-2.681,-2.28
373,AZE,1996,0.241,36,0.332,1,3,0.5,0.844,0.953,-2.304,-2.28
373,AZE,1997,0.243,36,0.332,1,3,0.5,0.844,0.953,-2.304,-2.28
373,AZE,1998,0.244,36,0.274,1,3,0.5,0.844,0.953,-2.304,-2.28
373,AZE,1999,0.242,36,0.274,1,3,0.5,0.844,0.953,-2.304,-2.28
373,AZE,2000,0.248,36,0.27,1,3,0.5,0.844,0.953,-1.133,-2.28
373,AZE,2001,0.245,36,0.27,1,3,0.5,0.844,0.953,-1.133,-2.28
373,AZE,2002,0.241,36,0.27,1,3,0.5,0.844,0.953,-1.133,-2.28
373,AZE,2003,0.236,36,0.27,1,3,0.5,0.844,0.953,-1.133,-2.28
373,AZE,2004,0.219,36,0.27,1,3,0.5,0.844,0.953,-1.133,-2.28
373,AZE,2005,0.218,36,0.27,1,3,0.5,0.844,0.953,-1.133,-2.28
373,AZE,2006,0.213,36,0.27,1,3,0.5,0.844,0.953,-1.133,-2.28
373,AZE,2007,0.211,36,0.27,1,3,0.5,0.844,0.794,-1.133,-2.28
373,AZE,2008,0.209,36,0.27,1,3,0.5,0.844,0.794,-1.133,-2.28
373,AZE,2009,0.212,37,0.27,1,3,0.5,0.844,0.794,-1.133,-2.375
373,AZE,2010,0.211,37,0.27,1,3,0.5,0.844,0.263,-1.133,-2.375
373,AZE,2011,0.208,37,0.27,1,3,0.5,0.844,0.263,-1.133,-2.375
373,AZE,2012,0.206,37,0.27,1,3,0.5,0.844,-0.172,-1.133,-2.375
373,AZE,2013,0.2,37,0.231,1,3,0.5,0.844,0.081,-0.904,-3.118
373,AZE,2014,0.194,37,0.231,1,3,0.5,0.844,0.081,-0.904,-3.118
373,AZE,2015,0.191,37,0.231,1,3,0.5,0.844,0.081,-0.904,-3.118
373,AZE,2016,0.198,37,0.24,1,3,0.5,0.844,0.254,-0.843,-3.118
373,AZE,2017,0.2,37,0.304,1,3,0.5,0.844,0.254,-0.832,-3.118
373,AZE,2018,0.192,37,0.288,1,3,0.5,0.844,0.166,-1.263,-3.664
373,AZE,2019,0.193,37,0.303,1,3,0.5,0.844,0.367,-1.263,-2.784
373,AZE,2020,0.194,37,0.244,1,3,0.5,0.844,0.942,-1.15,-2.784
373,AZE,2021,0.196,37,0.314,1,3,0.5,0.906,0.216,-1.518,-2.921
702,TAJ,1994,0.195,32,0.072,1,1,0.5,0.584,0.55,0.817,-2.197
702,TAJ,1995,0.173,32,0.135,1,1,0.5,1.39,-0.296,0.817,-1.669
702,TAJ,1996,0.173,32,0.198,1,1,0.5,1.39,-0.296,0.817,-1.669
702,TAJ,1997,0.181,32,0.198,1,1,0.5,1.39,-0.296,0.817,-1.669
702,TAJ,1998,0.194,32,0.198,1,1,0.5,1.39,-0.296,0.817,-1.669
702,TAJ,1999,0.209,32,0.198,1,1,0.5,1.39,-0.278,0.817,-1.669
702,TAJ,2000,0.238,32,0.293,1,1,0.5,1.39,-0.278,0.817,-1.557
702,TAJ,2001,0.246,32,0.293,1,1,0.5,1.39,-0.278,0.817,-1.557
702,TAJ,2002,0.246,32,0.293,1,1,0.5,1.39,-0.278,0.817,-1.557
702,TAJ,2003,0.25,32,0.293,1,1,0.5,1.39,-0.278,0.817,-1.557
702,TAJ,2004,0.245,32,0.293,1,1,0.5,1.39,-0.278,0.817,-1.557
702,TAJ,2005,0.23,32,0.293,1,1,0.5,1.39,-0.278,0.817,-1.557
702,TAJ,2006,0.229,32,0.293,1,1,0.5,1.39,-0.147,0.817,-1.557
702,TAJ,2007,0.231,32,0.293,1,1,0.5,1.39,-0.147,0.817,-1.557
702,TAJ,2008,0.233,32,0.293,1,1,0.5,1.39,-0.147,0.817,-1.557
702,TAJ,2009,0.231,32,0.293,1,1,0.5,1.39,-0.147,0.817,-1.557
702,TAJ,2010,0.225,32,0.246,1,1,0.5,1.39,-0.348,0.817,-1.557
702,TAJ,2011,0.226,32,0.246,1,1,0.5,1.39,0.746,0.817,-1.557
702,TAJ,2012,0.224,32,0.233,1,1,0.5,1.39,0.746,0.817,-1.557
702,TAJ,2013,0.206,32,0.173,1,1,0.5,1.39,0.186,0.305,-2.071
702,TAJ,2014,0.201,32,0.173,1,1,0.5,1.39,0.186,0.305,-2.071
702,TAJ,2015,0.183,32,0.127,1,1,0.5,1.39,0.186,0.305,-2.071
702,TAJ,2016,0.174,32,0.161,1,1,0.5,1.39,0.409,1.567,-2.071
702,TAJ,2017,0.17,32,0.158,1,1,0.5,1.39,0.038,1.567,-2.071
702,TAJ,2018,0.166,32,0.133,1,1,0.5,1.39,-0.017,1.567,-1.435
702,TAJ,2019,0.166,32,0.16,1,1,0.5,1.39,-1.073,1.567,-1.435
702,TAJ,2020,0.175,32,0.125,1,1,0.5,1.39,-0.12,1.567,-1.435
702,TAJ,2021,0.184,32,0.125,1,1,0.5,1.39,0.38,1.567,-1.91
703,KYR,1993,0.346,30,0.675,1,1,0.5,1.07,-0.222,0.559,-0.892
703,KYR,1994,0.321,30,0.675,1,1,0.5,1.07,-0.222,1.603,-0.892
703,KYR,1995,0.305,30,0.63,1,1,0.5,1.07,-0.222,1.603,-0.892
703,KYR,1996,0.296,30,0.604,1,2,0.5,1.07,-0.222,1.603,-0.892
703,KYR,1997,0.29,30,0.604,1,2,0.5,1.07,-0.222,1.603,-0.892
703,KYR,1998,0.29,30,0.604,1,2,0.5,1.07,-0.222,1.603,-0.892
703,KYR,1999,0.287,30,0.604,1,2,0.5,1.07,-0.222,1.603,-0.892
703,KYR,2000,0.285,30,0.544,1,2,0.5,1.07,-0.222,1.603,-0.892
703,KYR,2001,0.282,30,0.544,1,2,0.5,1.07,-0.222,1.603,-0.892
703,KYR,2002,0.281,30,0.544,1,2,0.5,1.07,-0.222,1.603,-0.892
703,KYR,2003,0.283,30,0.544,1,2,0.5,1.07,-0.222,1.603,-0.892
703,KYR,2004,0.283,30,0.544,1,2,0.5,1.07,-0.222,1.603,-0.892
703,KYR,2005,0.322,30,0.544,1,2,0.5,1.07,-0.638,1.603,-0.892
703,KYR,2006,0.335,30,0.544,1,2,0.5,1.07,-0.775,1.603,-0.892
703,KYR,2007,0.323,38,0.544,1,2,0.5,1.07,-0.324,1.603,-0.892
703,KYR,2008,0.311,38,0.544,1,2,0.5,1.07,-0.324,1.603,-0.892
703,KYR,2009,0.304,38,0.528,1,2,0.5,1.07,-0.605,1.603,-0.892
703,KYR,2010,0.384,36,0.621,1,0,1,0.576,-1.688,0.642,0.197
703,KYR,2011,0.484,36,0.631,1,0,1,0.933,-0.734,0.131,0.459
703,KYR,2012,0.468,36,0.592,1,0,1,0.933,-0.748,0.131,0.459
703,KYR,2013,0.45,36,0.586,1,0,1,1.795,-1.14,0.74,0.495
703,KYR,2014,0.446,36,0.586,1,0,1,1.795,-0.922,1.556,0.495
703,KYR,2015,0.462,36,0.565,1,0,1,1.795,-1.173,1.556,0.124
703,KYR,2016,0.45,36,0.583,1,0,1,1.795,-0.679,1.556,0.124
703,KYR,2017,0.447,36,0.576,1,0,1,1.795,-0.679,1.556,0.124
703,KYR,2018,0.467,36,0.606,1,0,1,1.795,0.592,1.556,-0.021
703,KYR,2019,0.437,36,0.569,1,0,1,1.795,1.036,1.556,-0.021
703,KYR,2020,0.383,36,0.533,1,0,1,1.795,-0.126,1.556,-0.021
703,KYR,2021,0.413,36,0.533,1,0,1,0.356,0.471,-0.032,0.227
704,UZB,1992,0.205,31,0.277,1,1,0,0.327,0.481,0.192,-2.638
704,UZB,1993,0.2,31,0.277,1,1,0,0.327,-0.509,0.192,-2.638
704,UZB,1994,0.188,31,0.277,1,1,0,0.327,-0.509,0.192,-2.638
704,UZB,1995,0.165,31,0.277,1,1,0,0.327,-0.509,0.601,-2.638
704,UZB,1996,0.164,31,0.277,1,1,0,0.327,-0.509,0.601,-2.638
704,UZB,1997,0.164,31,0.258,1,1,0,0.327,-0.855,0.601,-2.638
704,UZB,1998,0.164,31,0.24,1,1,0,0.327,-0.855,-0.367,-2.638
704,UZB,1999,0.159,31,0.27,1,1,0,0.327,-0.855,-0.367,-2.638
704,UZB,2000,0.157,31,0.27,1,1,0,0.327,-0.855,-0.367,-2.638
704,UZB,2001,0.156,31,0.27,1,1,0,0.327,-0.855,-0.367,-2.638
704,UZB,2002,0.157,31,0.27,1,1,0,0.327,-0.185,-0.533,-2.638
704,UZB,2003,0.157,31,0.27,1,1,0,0.327,-0.185,-0.533,-2.638
704,UZB,2004,0.157,31,0.27,1,1,0,0.327,-0.185,-0.533,-2.638
704,UZB,2005,0.161,31,0.27,1,1,0,0.327,-0.185,-0.533,-2.638
704,UZB,2006,0.161,31,0.27,1,1,0,0.327,-0.185,-0.533,-2.638
704,UZB,2007,0.161,31,0.27,1,1,0,0.327,-0.185,-0.533,-2.638
704,UZB,2008,0.163,31,0.27,1,1,0,0.327,-0.185,-0.533,-2.638
704,UZB,2009,0.163,31,0.27,1,1,0,0.327,-0.185,-0.533,-2.638
704,UZB,2010,0.161,31,0.264,1,1,0,0.327,-0.033,-0.533,-2.638
704,UZB,2011,0.162,31,0.267,1,1,0,0.327,-0.033,-0.533,-2.638
704,UZB,2012,0.162,31,0.267,1,1,0,0.327,-0.033,-0.533,-2.638
704,UZB,2013,0.167,31,0.267,1,1,0,0.327,-0.033,-0.465,-2.638
704,UZB,2014,0.168,31,0.267,1,1,0,0.327,-0.033,-0.465,-2.638
704,UZB,2015,0.166,31,0.267,1,1,0,0.327,-0.033,-0.465,-2.638
704,UZB,2016,0.17,31,0.299,1,1,0,0.327,-0.033,-0.465,-2.638
704,UZB,2017,0.191,31,0.393,1,1,0,0.545,-0.202,-0.407,-2.638
704,UZB,2018,0.189,31,0.452,1,1,0,0.545,-0.007,0.019,-1.694
704,UZB,2019,0.204,31,0.523,1,1,0,0.545,0.377,-0.158,-1.694
704,UZB,2020,0.211,31,0.523,1,1,0,0.545,-0.149,-0.158,-1.694
704,UZB,2021,0.212,31,0.494,1,1,0,0.545,-0.149,-0.158,-1.694
705,KZK,1993,0.308,31,0.769,1,1,0.5,1.725,0.907,-0.575,-0.263
705,KZK,1994,0.307,31,0.769,1,1,0.5,1.725,0.187,-0.286,-0.263
705,KZK,1995,0.292,28,0.769,1,2,0.5,1.725,0.057,-0.573,-0.815
705,KZK,1996,0.284,28,0.769,1,2,0.5,0.911,1.064,-0.287,-0.815
705,KZK,1997,0.294,28,0.769,1,2,0.5,0.911,1.064,-0.287,-0.732
705,KZK,1998,0.291,28,0.769,1,2,0.5,0.911,1.064,-0.287,-0.732
705,KZK,1999,0.274,28,0.769,1,2,0.5,0.829,1.064,-0.287,-0.732
705,KZK,2000,0.271,28,0.769,1,2,0.5,0.829,1.064,1.585,-0.732
705,KZK,2001,0.256,28,0.769,1,2,0.5,0.829,1.064,0.674,-0.732
705,KZK,2002,0.253,28,0.703,1,2,0.5,0.829,0.933,1.388,-0.2
705,KZK,2003,0.249,28,0.703,1,2,0.5,0.829,0.933,1.388,-1.119
705,KZK,2004,0.246,28,0.703,1,2,0.5,0.829,0.933,1.388,-1.119
705,KZK,2005,0.241,28,0.703,1,2,0.5,0.829,0.099,1.388,-1.119
705,KZK,2006,0.244,28,0.703,1,2,0.5,0.829,0.099,1.388,-1.119
705,KZK,2007,0.243,28,0.695,1,2,0.5,0.829,0.768,0.746,-1.119
705,KZK,2008,0.245,28,0.695,1,2,0.5,0.829,0.768,0.73,-1.119
705,KZK,2009,0.244,28,0.695,1,2,0.5,0.829,0.768,0.73,-1.119
705,KZK,2010,0.24,28,0.695,1,2,0.5,0.829,0.768,0.73,-1.119
705,KZK,2011,0.235,28,0.695,1,2,0.5,0.829,0.498,0.73,-1.119
705,KZK,2012,0.236,28,0.695,1,2,0.5,0.829,0.683,0.73,-1.119
705,KZK,2013,0.234,28,0.678,1,2,0.5,0.829,0.856,0.537,-1.384
705,KZK,2014,0.235,28,0.678,1,2,0.5,0.829,0.856,0.537,-1.384
705,KZK,2015,0.239,28,0.678,1,2,0.5,0.829,0.666,0.537,-1.384
705,KZK,2016,0.245,28,0.678,1,2,0.5,0.829,0.861,0.537,-1.384
705,KZK,2017,0.239,28,0.678,1,2,0.5,0.829,0.736,1.395,-1.317
705,KZK,2018,0.235,28,0.528,1,2,0.5,0.829,0.736,1.395,-1.317
705,KZK,2019,0.24,28,0.606,1,2,0.5,0.829,0.573,1.395,-1.451
705,KZK,2020,0.246,28,0.606,1,2,0.5,0.829,0.202,1.395,-0.916
705,KZK,2021,0.257,28,0.617,1,2,0.5,0.829,0.202,0.605,-0.916
